date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-05,96.3385,96.8634,95.1821,95.9916,6870949,6870949,-1.0586,-1.091,95.7258,"Feb 5, 14",0
2014-02-06,96.1606,97.406,96.1606,97.3615,3717752,3717752,1.3699,1.427,97.0534,"Feb 6, 14",0.014271040382700165
2014-02-07,97.8774,98.8915,97.8419,98.5001,3994927,3994927,1.1386,1.169,97.57,"Feb 7, 14",0.026132494926639393
2014-02-10,98.3756,99.3452,98.1443,99.274,4095153,4095153,0.773909,0.786,98.8008,"Feb 10, 14",0.034194658699302806
2014-02-11,99.4075,100.6973,99.0872,100.4838,3364845,3364845,1.2098,1.219,100.1231,"Feb 11, 14",0.04679784481142096
2014-02-12,100.6269,100.922,100.1261,100.8504,3006306,3006306,0.366622,0.365,100.6459,"Feb 12, 14",0.05061692898128573
2014-02-13,100.3139,101.5658,99.8757,101.3154,2520904,2520904,0.464996,0.461,100.9808,"Feb 13, 14",0.05546110284649897
2014-02-14,101.2797,102.0666,100.4838,101.8252,3477828,3477828,0.509707,0.503,101.4143,"Feb 14, 14",0.060771984215285395
2014-02-18,101.9414,102.0398,101.013,101.7089,2392878,2392878,-0.116251,-0.114,101.6825,"Feb 18, 14",0.05956041987007191
2014-02-19,101.4406,103.086,101.4138,101.9772,4196321,4196321,0.268269,0.264,102.1912,"Feb 19, 14",0.06235545610240886
2014-02-20,102.2633,103.1933,101.4675,102.8803,3096784,3096784,0.903164,0.886,102.672,"Feb 20, 14",0.07176357097912733
2014-02-21,103.0949,103.8014,102.5852,103.1754,3659997,3659997,0.295096,0.287,103.3828,"Feb 21, 14",0.0748377983073518
2014-02-24,103.5242,105.1427,103.1053,104.168,3339552,3339552,0.992587,0.962,104.5068,"Feb 24, 14",0.08517828643339626
2014-02-25,103.7746,104.329,103.3364,103.6315,2569549,2569549,-0.536535,-0.515,103.7279,"Feb 25, 14",0.07958925572654271
2014-02-26,103.6315,104.4363,103.3811,103.8282,2951630,2951630,0.196726,0.19,103.8905,"Feb 26, 14",0.08163839335941885
2014-02-27,103.8461,104.2932,103.4169,104.2753,2147123,2147123,0.447114,0.431,103.942,"Feb 27, 14",0.08629609257476692
2014-02-28,104.5525,105.4333,103.9087,104.642,3272406,3272406,0.366631,0.352,104.7544,"Feb 28, 14",0.09011621850245219
2014-03-03,103.3722,104.7135,103.2336,104.4095,3125551,3125551,-0.232495,-0.222,103.8276,"Mar 3, 14",0.08769413156984557
2014-03-04,105.3394,105.6703,104.7582,105.1517,3217568,3217568,0.742203,0.711,105.2182,"Mar 4, 14",0.09542605811341826
2014-03-05,105.6614,105.8939,104.9192,104.9907,2487362,2487362,-0.160962,-0.153,106.2508,"Mar 5, 14",0.09374882802245195
2014-03-06,105.5898,105.6971,104.8566,105.3037,1787080,1787080,0.312981,0.298,105.2196,"Mar 6, 14",0.09700953000054172
2014-03-07,105.7329,105.876,105.1588,105.7955,2912924,2912924,0.491821,0.467,105.5875,"Mar 7, 14",0.10213289496164246
2014-03-10,105.6971,105.876,104.5346,105.3126,2474285,2474285,-0.482882,-0.456,105.1557,"Mar 10, 14",0.09710224644656405
2014-03-11,105.3305,105.3573,103.2827,103.4079,3351510,3351510,-1.9047,-1.809,103.9379,"Mar 11, 14",0.07725988523995841
2014-03-12,103.2023,103.5778,102.3966,103.5599,3184200,3184200,0.152018,0.147,103.1598,"Mar 12, 14",0.07884335712708188
2014-03-13,103.7477,104.177,100.4391,100.9488,5926397,5926397,-2.6111,-2.521,97.8829,"Mar 13, 14",0.051642018676634205
2014-03-14,101.0829,102.2633,100.5285,100.6895,4213789,4213789,-0.259323,-0.257,101.2683,"Mar 14, 14",0.04894074064813994
2014-03-17,101.1992,102.7283,101.0919,102.308,3993559,3993559,1.6185,1.607,102.2837,"Mar 17, 14",0.06580159097254344
2014-03-18,102.5763,103.0949,102.2454,102.5495,2554949,2554949,0.24144,0.236,102.5602,"Mar 18, 14",0.06831743610899275
2014-03-19,102.5137,102.925,100.9041,101.9503,2972374,2972374,-0.59913,-0.584,99.3738,"Mar 19, 14",0.06207522324870086
2014-03-20,101.9682,102.3885,101.0472,101.7357,2895527,2895527,-0.214615,-0.211,101.6774,"Mar 20, 14",0.059839610965959404
2014-03-21,104.1948,105.1606,102.308,102.4511,10342428,10342428,0.715378,0.703,99.2202,"Mar 21, 14",0.06729234641364443
2014-03-24,102.8088,103.0145,100.9846,101.7178,3134943,3134943,-0.733261,-0.716,101.6635,"Mar 24, 14",0.05965313631609424
2014-03-25,102.2723,103.0502,101.7536,103.0145,3453302,3453302,1.2966,1.275,102.5989,"Mar 25, 14",0.073161609974206
2014-03-26,103.5957,103.9892,102.46,102.46,3462569,3462569,-0.554417,-0.538,102.9704,"Mar 26, 14",0.06738506285966676
2014-03-27,102.2007,102.5674,101.3154,101.7626,2412757,2412757,-0.697494,-0.681,101.4216,"Mar 27, 14",0.06011984381966756
