date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-05,112.88,113.5413,111.037,112.3068,4960130,4960130,0.564356,0.505,112.0335,"Feb 5, 14",0
2014-02-06,112.5184,113.9293,112.0775,113.6648,3828431,3828431,1.358,1.209,113.3371,"Feb 6, 14",0.012091876894364403
2014-02-07,114.2556,114.9787,113.5854,114.9258,3271820,3271820,1.261,1.109,113.5456,"Feb 7, 14",0.023320048296274133
2014-02-10,114.3261,114.9963,113.7746,114.3702,3317360,3317360,-0.555537,-0.483,114.4668,"Feb 10, 14",0.018372885702379566
2014-02-11,114.3702,115.9486,114.3261,115.4989,2604237,2604237,1.1287,0.987,115.3886,"Feb 11, 14",0.02842303404602402
2014-02-12,115.6898,116.2756,115.3969,115.7786,2100646,2100646,0.279627,0.242,115.7302,"Feb 12, 14",0.030913533285606944
2014-02-13,114.7578,115.7253,114.1986,115.5123,2850607,2850607,-0.266283,-0.23,115.2593,"Feb 13, 14",0.028542350062507355
2014-02-14,115.1839,117.3319,114.9442,117.2697,3031589,3031589,1.7574,1.521,116.7536,"Feb 14, 14",0.0441905565825044
2014-02-18,117.4384,117.8289,116.8437,116.9857,2876570,2876570,-0.284034,-0.242,117.2101,"Feb 18, 14",0.041661769367482636
2014-02-19,116.5685,117.7934,115.7963,115.8851,2719359,2719359,-1.1006,-0.941,116.7624,"Feb 19, 14",0.03186182849124006
2014-02-20,115.9649,117.1899,115.428,116.7727,2155829,2155829,0.887597,0.766,116.6608,"Feb 20, 14",0.03976517895621641
2014-02-21,116.7727,117.4561,116.5419,116.7815,2574269,2574269,0.008879,0.008,116.9909,"Feb 21, 14",0.039843535743160685
2014-02-24,117.0656,118.4591,116.6661,117.3407,2454286,2454286,0.559188,0.479,117.7355,"Feb 24, 14",0.04482275338625981
2014-02-25,117.4029,118.4325,117.0389,117.9887,2865583,2865583,0.647946,0.552,121.7203,"Feb 25, 14",0.050592662243069866
2014-02-26,118.1662,118.459,117.4117,117.9265,2771103,2771103,-0.06213,-0.053,117.9653,"Feb 26, 14",0.05003882222625886
2014-02-27,117.7224,119.4532,117.1632,119.2402,3123972,3123972,1.3136,1.114,118.8704,"Feb 27, 14",0.06173624393180116
2014-02-28,119.1071,120.0035,118.8674,119.5864,3179708,3179708,0.346167,0.29,119.5866,"Feb 28, 14",0.06481887116363393
2014-03-03,118.1129,118.7697,116.8703,117.3496,2814379,2814379,-2.2368,-1.87,117.2874,"Mar 3, 14",0.04490200059123757
2014-03-04,117.0922,118.1218,116.7904,117.7668,6975609,6975609,0.41717,0.355,117.5397,"Mar 4, 14",0.04861682462682587
2014-03-05,117.749,118.9691,117.3319,118.8053,3551443,3551443,1.0385,0.882,118.3824,"Mar 5, 14",0.057863815904290815
2014-03-06,119.2668,119.5952,118.9562,119.0094,2236816,2236816,0.204147,0.172,119.1821,"Mar 6, 14",0.05968115911057927
2014-03-07,119.7195,119.826,118.681,119.036,2381391,2381391,0.026627,0.022,119.1374,"Mar 7, 14",0.05991801030747921
2014-03-10,118.9207,119.0094,118.1396,118.5479,1966251,1966251,-0.488178,-0.41,118.5354,"Mar 10, 14",0.05557187988616899
