date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-05,144.4288,146.7606,144.4288,146.1483,4714375,4714375,1.1743,0.81,145.4675,"Feb 5, 14",0
2014-02-06,146.7218,147.4639,146.57,147.3121,4292478,4292478,1.1638,0.796,147.1182,"Feb 6, 14",0.007963144285633023
2014-02-07,148.1302,149.7495,147.6495,149.488,4725647,4725647,2.1759,1.477,146.94,"Feb 7, 14",0.022851446099612472
2014-02-10,149.2519,149.8254,148.6447,149.3953,3544486,3544486,-0.092773,-0.062,149.4656,"Feb 10, 14",0.022217158872186577
2014-02-11,149.117,152.1362,149.1085,151.5543,4654207,4654207,2.159,1.445,151.3929,"Feb 11, 14",0.036989824719138066
2014-02-12,151.4025,152.8615,151.1832,152.0097,3984148,3984148,0.455423,0.301,152.3524,"Feb 12, 14",0.04010583770047276
2014-02-13,150.3061,153.7977,150.0025,153.3591,4482761,4482761,1.3494,0.888,152.7817,"Feb 13, 14",0.049338924913940194
2014-02-14,152.87,155.5435,152.6423,154.9194,4665873,4665873,1.5602,1.017,154.8373,"Feb 14, 14",0.06001506688753813
2014-02-18,154.4892,155.1808,153.7639,154.4977,4435484,4435484,-0.421687,-0.272,154.7188,"Feb 18, 14",0.057129641603768246
2014-02-19,154.1182,156.5724,153.8398,154.2953,4671705,4671705,-0.202412,-0.131,155.1941,"Feb 19, 14",0.05574474694539718
2014-02-20,154.3037,155.906,154.1603,155.4001,4968267,4968267,1.1048,0.716,159.1695,"Feb 20, 14",0.06330419170116931
2014-02-21,155.3917,156.623,154.017,154.1603,5699331,5699331,-1.2398,-0.798,154.9378,"Feb 21, 14",0.05482102768215573
2014-02-24,154.1856,156.1591,154.1856,154.717,4595312,4595312,0.556628,0.361,155.3312,"Feb 24, 14",0.05863017222916727
2014-02-25,154.776,155.6868,154.2362,154.5314,3902332,3902332,-0.185543,-0.12,154.7141,"Feb 25, 14",0.05736022930133285
2014-02-26,155.1302,156.2603,154.8097,155.2314,3740884,3740884,0.699999,0.453,155.639,"Feb 26, 14",0.06214988474036305
